Name,Address,Rating,Total Reviews,Phone,Website,Opening Hours,Price Level,Types,Latitude,Longitude
Home Inspection Team Hawaii,"Ewa Beach, HI 96706, USA",,,+1 808-372-4285,http://honolulu-home-inspection.com/,"Monday: 8:00 AM – 7:00 PM, Tuesday: 8:00 AM – 7:00 PM, Wednesday: 8:00 AM – 7:00 PM, Thursday: 8:00 AM – 7:00 PM, Friday: 8:00 AM – 7:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: Closed",,"point_of_interest, establishment",21.3155556,-158.0072222
Professional Real Estate Inspectors,"3615 Harding Ave Suite 406, Honolulu, HI 96816, USA",5,2,+1 808-277-6789,http://www.preihawaii.com/,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: Closed, Sunday: Closed",,"consultant, point_of_interest, establishment",21.2806386,-157.7994012
Golden home inspections,"6388B 101st St, Ewa Beach, HI 96706, USA",,,+1 808-570-7577,https://golden-homeinspections.com/,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 7:00 PM, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 7:00 AM – 7:00 PM, Sunday: 7:00 AM – 7:00 PM",,"point_of_interest, establishment",21.324976,-157.983688
"HNL Home Inspections, LLC","523 Pakala St, Honolulu, HI 96825, USA",5,39,+1 808-450-2122,http://www.hnlinspections.com/,"Monday: 8:00 AM – 9:00 PM, Tuesday: 8:00 AM – 9:00 PM, Wednesday: 8:00 AM – 9:00 PM, Thursday: 8:00 AM – 9:00 PM, Friday: 8:00 AM – 9:00 PM, Saturday: 8:00 AM – 9:00 PM, Sunday: 8:00 AM – 9:00 PM",,"point_of_interest, establishment",21.284678000000003,-157.693401
ASMHI Inc (A Sound Mind Home Inspection),"3466 Akala Dr, Kihei, HI 96753, USA",4.9,54,+1 808-879-4166,http://www.asmhi.com/,"Monday: 8:30 AM – 4:30 PM, Tuesday: 8:30 AM – 4:30 PM, Wednesday: 8:30 AM – 4:30 PM, Thursday: 8:30 AM – 4:30 PM, Friday: 8:30 AM – 4:30 PM, Saturday: Closed, Sunday: Closed",,"point_of_interest, establishment",20.694457,-156.4312151
All Valley Home Inspections,"1894 Anapa Pl, Kihei, HI 96753, USA",5,15,+1 808-866-8367,http://www.allvalleyhi.com/,"Monday: 8:00 AM – 8:00 PM, Tuesday: 8:00 AM – 8:00 PM, Wednesday: 8:00 AM – 8:00 PM, Thursday: 8:00 AM – 8:00 PM, Friday: 8:00 AM – 8:00 PM, Saturday: 8:00 AM – 8:00 PM, Sunday: 8:00 AM – 8:00 PM",,"point_of_interest, establishment",20.7330663,-156.4486102
Mana Home Inspections,"2058 Kanoe St, Kihei, HI 96753, USA",4.9,66,+1 808-419-8029,http://manahomeinspections.com/,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 7:00 PM, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 7:00 AM – 7:00 PM, Sunday: 7:00 AM – 7:00 PM",,"point_of_interest, establishment",20.7289185,-156.44985269999998
Maui360 Home Inspections,"2595 Mikoi Pl, Kihei, HI 96753, USA",5,21,+1 808-866-3349,http://maui360inspections.com/,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: 8:00 AM – 3:00 PM, Sunday: Closed",,"point_of_interest, establishment",20.7155882,-156.44131059999998
Hawaii Inspection Group Inc,"95 E Lipoa St, Kihei, HI 96753, USA",3.9,7,+1 808-879-6000,http://www.hawaiiinspectiongroup.com/,"Monday: 9:00 AM – 4:00 PM, Tuesday: 9:00 AM – 4:00 PM, Wednesday: 9:00 AM – 4:00 PM, Thursday: 9:00 AM – 4:00 PM, Friday: 9:00 AM – 4:00 PM, Saturday: Closed, Sunday: Closed",,"point_of_interest, establishment",20.7484787,-156.4525071
Aloha Home Inspections,"590 Farrington Hwy Suite 529 A, Kapolei, HI 96707, USA",5,59,+1 808-636-9032,http://alohahomeinspect.com/,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",,"point_of_interest, establishment",21.3403052,-158.07655119999998
"Signature Inspections Hawai’i, LLC","136 Kahako St, Kailua, HI 96734, USA",5,253,+1 808-388-3425,http://www.signatureinspectionshawaii.com/,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 7:00 PM, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 7:00 AM – 7:00 PM, Sunday: 7:00 AM – 7:00 PM",,"consultant, point_of_interest, establishment",21.364366399999998,-157.7372396
Kukui Home Inspection,"484 Kaiwahine St, Kihei, HI 96753, USA",5,4,+1 808-937-9085,https://kukuihomeinspection.com/,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 7:00 PM, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 7:00 AM – 7:00 PM, Sunday: Closed",,"point_of_interest, establishment",20.78003,-156.44923799999998
Coastal Home Solutions,"1001 Kamokila Blvd Ste 115, Kapolei, HI 96707, USA",5,164,+1 808-489-7324,https://hicoastalinspections.com/?utm_campaign=gmb,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: Closed",,"point_of_interest, establishment",21.3341007,-158.08040929999999
Top Notch Home Inspections LLC,"68-1873 Malina Pl, Waikoloa Village, HI 96738, USA",5,843,+1 808-796-1077,https://hawaiitopnotch.com/,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 4:00 PM, Saturday: 10:00 AM – 3:00 PM, Sunday: 10:00 AM – 3:00 PM",,"point_of_interest, establishment",19.946649,-155.78083999999998
Mark Thorman Home Inspections,"198 Mehani Cir, Kihei, HI 96753, USA",5,1,+1 808-874-3456,,"Monday: 9:00 AM – 5:00 PM, Tuesday: 9:00 AM – 5:00 PM, Wednesday: 9:00 AM – 5:00 PM, Thursday: 9:00 AM – 5:00 PM, Friday: 9:00 AM – 5:00 PM, Saturday: 9:00 AM – 12:00 PM, Sunday: Closed",,"point_of_interest, establishment",20.7366973,-156.44772659999998
Homeworks Advantage Inspections,"3950 Kalai Waa St R201, Kihei, HI 96753, USA",5,1,+1 808-868-5225,https://homeworksadvantage.com/,"Monday: 8:00 AM – 8:00 PM, Tuesday: 8:00 AM – 8:00 PM, Wednesday: 8:00 AM – 8:00 PM, Thursday: 8:00 AM – 8:00 PM, Friday: 8:00 AM – 8:00 PM, Saturday: 8:00 AM – 8:00 PM, Sunday: 8:00 AM – 8:00 PM",,"point_of_interest, establishment",20.6832879,-156.4331252
Paul L Signore Building Inspctn,"Kula, HI 96790, USA",5,1,+1 808-876-0170,,,,"point_of_interest, establishment",20.790969699999998,-156.3269338
Maui Home Inspections,"2102 Kaupakalua Rd, Haiku, HI 96708, USA",,,+1 920-342-6063,,"Monday: 8:00 AM – 6:00 PM, Tuesday: 8:00 AM – 6:00 PM, Wednesday: 8:00 AM – 6:00 PM, Thursday: 8:00 AM – 6:00 PM, Friday: 8:00 AM – 6:00 PM, Saturday: 9:00 AM – 5:00 PM, Sunday: Closed",,"point_of_interest, establishment",20.88536,-156.300649
All Island Home Inspections,"PO Box 1456, Puunene, HI 96784, USA",5,1,+1 808-877-3366,,,,"point_of_interest, establishment",20.8694714,-156.4540958
Coastal Home Solutions,"1001 Kamokila Blvd Ste 115, Kapolei, HI 96707, USA",5,164,+1 808-489-7324,https://hicoastalinspections.com/?utm_campaign=gmb,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: Closed",,"point_of_interest, establishment",21.3341007,-158.08040929999999
Aloha Home Inspections,"590 Farrington Hwy Suite 529 A, Kapolei, HI 96707, USA",5,59,+1 808-636-9032,http://alohahomeinspect.com/,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",,"point_of_interest, establishment",21.3403052,-158.07655119999998
Visionary Real Estate Inspections,"92-923 Welo St, Kapolei, HI 96707, USA",5,1,+1 808-841-9094,,"Monday: 7:00 AM – 5:00 PM, Tuesday: 7:00 AM – 5:00 PM, Wednesday: 7:00 AM – 5:00 PM, Thursday: 7:00 AM – 5:00 PM, Friday: 7:00 AM – 5:00 PM, Saturday: 7:00 AM – 5:00 PM, Sunday: 1:00 – 5:00 PM",,"point_of_interest, establishment",21.357724,-158.0819756
R.A.M. Inspections,"91-1042 Kaimalie St APT N4, Ewa Beach, HI 96706, USA",5,1,+1 808-284-0826,,"Monday: 9:00 AM – 6:00 PM, Tuesday: 9:00 AM – 6:00 PM, Wednesday: 9:00 AM – 6:00 PM, Thursday: 9:00 AM – 6:00 PM, Friday: 9:00 AM – 6:00 PM, Saturday: 9:00 AM – 6:00 PM, Sunday: 9:00 AM – 6:00 PM",,"point_of_interest, establishment",21.319528899999998,-158.01611
Diamond Head Home Inspections,"4348 Waialae Ave #644, Honolulu, HI 96816, USA",5,1540,+1 808-228-7478,https://www.diamondheadhomeinspections.com/,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",,"point_of_interest, establishment",21.278773299999997,-157.784029
Home Inspection Team Hawaii,"Ewa Beach, HI 96706, USA",,,+1 808-372-4285,http://honolulu-home-inspection.com/,"Monday: 8:00 AM – 7:00 PM, Tuesday: 8:00 AM – 7:00 PM, Wednesday: 8:00 AM – 7:00 PM, Thursday: 8:00 AM – 7:00 PM, Friday: 8:00 AM – 7:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: Closed",,"point_of_interest, establishment",21.3155556,-158.0072222
"Signature Inspections Hawai’i, LLC","136 Kahako St, Kailua, HI 96734, USA",5,253,+1 808-388-3425,http://www.signatureinspectionshawaii.com/,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 7:00 PM, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 7:00 AM – 7:00 PM, Sunday: 7:00 AM – 7:00 PM",,"consultant, point_of_interest, establishment",21.364366399999998,-157.7372396
Golden home inspections,"6388B 101st St, Ewa Beach, HI 96706, USA",,,+1 808-570-7577,https://golden-homeinspections.com/,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 7:00 PM, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 7:00 AM – 7:00 PM, Sunday: 7:00 AM – 7:00 PM",,"point_of_interest, establishment",21.324976,-157.983688
Diamond Head Home Inspections,"4348 Waialae Ave #644, Honolulu, HI 96816, USA",5,1540,+1 808-228-7478,https://www.diamondheadhomeinspections.com/,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",,"point_of_interest, establishment",21.278773299999997,-157.784029
Aloha Home Inspections,"590 Farrington Hwy Suite 529 A, Kapolei, HI 96707, USA",5,59,+1 808-636-9032,http://alohahomeinspect.com/,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",,"point_of_interest, establishment",21.3403052,-158.07655119999998
Coastal Home Solutions,"1001 Kamokila Blvd Ste 115, Kapolei, HI 96707, USA",5,164,+1 808-489-7324,https://hicoastalinspections.com/?utm_campaign=gmb,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: Closed",,"point_of_interest, establishment",21.3341007,-158.08040929999999
Top Notch Home Inspections LLC,"68-1873 Malina Pl, Waikoloa Village, HI 96738, USA",5,843,+1 808-796-1077,https://hawaiitopnotch.com/,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 4:00 PM, Saturday: 10:00 AM – 3:00 PM, Sunday: 10:00 AM – 3:00 PM",,"point_of_interest, establishment",19.946649,-155.78083999999998
"Signature Inspections Hawai’i, LLC","136 Kahako St, Kailua, HI 96734, USA",5,253,+1 808-388-3425,http://www.signatureinspectionshawaii.com/,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 7:00 PM, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 7:00 AM – 7:00 PM, Sunday: 7:00 AM – 7:00 PM",,"point_of_interest, consultant, establishment",21.364366399999998,-157.7372396
Ash The Home Inspector,"27-111 Hikina Pl, Hilo, HI 96720, USA",5,18,+1 808-348-9371,https://www.ashthehomeinspector.com/,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",,"point_of_interest, establishment",19.7698498,-155.0920174
Elite Inspection Services LLC,"1100 Lei Hinahina Pl, Hilo, HI 96720, USA",5,12,+1 808-756-4668,http://www.eliteinspectionservices.net/,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: Closed",,"point_of_interest, establishment",19.712613299999997,-155.12195939999998
"HNL Home Inspections, LLC","523 Pakala St, Honolulu, HI 96825, USA",5,39,+1 808-450-2122,http://www.hnlinspections.com/,"Monday: 8:00 AM – 9:00 PM, Tuesday: 8:00 AM – 9:00 PM, Wednesday: 8:00 AM – 9:00 PM, Thursday: 8:00 AM – 9:00 PM, Friday: 8:00 AM – 9:00 PM, Saturday: 8:00 AM – 9:00 PM, Sunday: 8:00 AM – 9:00 PM",,"point_of_interest, establishment",21.284678000000003,-157.693401
Hilo Home Inspection LLC,"614 Kilauea Ave 101- 20, Hilo, HI 96720, USA",5,7,+1 808-765-9584,https://hilohomeinspection.com/,"Monday: 8:00 AM – 6:00 PM, Tuesday: 8:00 AM – 6:00 PM, Wednesday: 8:00 AM – 6:00 PM, Thursday: 8:00 AM – 6:00 PM, Friday: 8:00 AM – 6:00 PM, Saturday: 8:00 AM – 4:00 PM, Sunday: Closed",,"point_of_interest, establishment",19.717814,-155.0809208
Professional Real Estate Inspectors,"3615 Harding Ave Suite 406, Honolulu, HI 96816, USA",5,2,+1 808-277-6789,http://www.preihawaii.com/,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: Closed, Sunday: Closed",,"point_of_interest, consultant, establishment",21.2806386,-157.7994012
Coastal Home Solutions,"1001 Kamokila Blvd Ste 115, Kapolei, HI 96707, USA",5,164,+1 808-489-7324,https://hicoastalinspections.com/?utm_campaign=gmb,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: Closed",,"point_of_interest, establishment",21.3341007,-158.08040929999999
Aloha Home Inspections,"590 Farrington Hwy Suite 529 A, Kapolei, HI 96707, USA",5,59,+1 808-636-9032,http://alohahomeinspect.com/,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",,"point_of_interest, establishment",21.3403052,-158.07655119999998
Diamond Head Home Inspections,"4348 Waialae Ave #644, Honolulu, HI 96816, USA",5,1540,+1 808-228-7478,https://www.diamondheadhomeinspections.com/,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",,"point_of_interest, establishment",21.278773299999997,-157.784029
"Signature Inspections Hawai’i, LLC","136 Kahako St, Kailua, HI 96734, USA",5,253,+1 808-388-3425,http://www.signatureinspectionshawaii.com/,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 7:00 PM, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 7:00 AM – 7:00 PM, Sunday: 7:00 AM – 7:00 PM",,"consultant, point_of_interest, establishment",21.364366399999998,-157.7372396
Visionary Real Estate Inspections,"92-923 Welo St, Kapolei, HI 96707, USA",5,1,+1 808-841-9094,,"Monday: 7:00 AM – 5:00 PM, Tuesday: 7:00 AM – 5:00 PM, Wednesday: 7:00 AM – 5:00 PM, Thursday: 7:00 AM – 5:00 PM, Friday: 7:00 AM – 5:00 PM, Saturday: 7:00 AM – 5:00 PM, Sunday: 1:00 – 5:00 PM",,"point_of_interest, establishment",21.357724,-158.0819756
"HNL Home Inspections, LLC","523 Pakala St, Honolulu, HI 96825, USA",5,39,+1 808-450-2122,http://www.hnlinspections.com/,"Monday: 8:00 AM – 9:00 PM, Tuesday: 8:00 AM – 9:00 PM, Wednesday: 8:00 AM – 9:00 PM, Thursday: 8:00 AM – 9:00 PM, Friday: 8:00 AM – 9:00 PM, Saturday: 8:00 AM – 9:00 PM, Sunday: 8:00 AM – 9:00 PM",,"point_of_interest, establishment",21.284678000000003,-157.693401
Home Inspection Team Hawaii,"Ewa Beach, HI 96706, USA",,,+1 808-372-4285,http://honolulu-home-inspection.com/,"Monday: 8:00 AM – 7:00 PM, Tuesday: 8:00 AM – 7:00 PM, Wednesday: 8:00 AM – 7:00 PM, Thursday: 8:00 AM – 7:00 PM, Friday: 8:00 AM – 7:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: Closed",,"point_of_interest, establishment",21.3155556,-158.0072222
House Doctors HDinspections LLC,"44-613 Kaneohe Bay Dr, Kaneohe, HI 96744, USA",5,2,+1 808-864-3892,,"Monday: 7:30 AM – 5:30 PM, Tuesday: 7:30 AM – 5:30 PM, Wednesday: 7:30 AM – 5:30 PM, Thursday: 7:30 AM – 5:30 PM, Friday: 7:30 AM – 5:30 PM, Saturday: 7:30 AM – 5:30 PM, Sunday: 7:30 AM – 5:30 PM",,"point_of_interest, establishment",21.4140613,-157.77022409999998
Professional Real Estate Inspectors,"3615 Harding Ave Suite 406, Honolulu, HI 96816, USA",5,2,+1 808-277-6789,http://www.preihawaii.com/,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: Closed, Sunday: Closed",,"consultant, point_of_interest, establishment",21.2806386,-157.7994012
Genesis Home Inspection,"701 Hauʻoli St, Honolulu, HI 96826, USA",5,1,+1 808-271-0559,,"Monday: 8:00 AM – 8:00 PM, Tuesday: 8:00 AM – 8:00 PM, Wednesday: 8:00 AM – 8:00 PM, Thursday: 8:00 AM – 8:00 PM, Friday: 8:00 AM – 8:00 PM, Saturday: 8:00 AM – 8:00 PM, Sunday: 9:00 AM – 1:00 PM",,"point_of_interest, establishment",21.290525799999998,-157.8344165
ASMHI Inc (A Sound Mind Home Inspection),"3466 Akala Dr, Kihei, HI 96753, USA",4.9,54,+1 808-879-4166,http://www.asmhi.com/,"Monday: 8:30 AM – 4:30 PM, Tuesday: 8:30 AM – 4:30 PM, Wednesday: 8:30 AM – 4:30 PM, Thursday: 8:30 AM – 4:30 PM, Friday: 8:30 AM – 4:30 PM, Saturday: Closed, Sunday: Closed",,"point_of_interest, establishment",20.694457,-156.4312151
All Valley Home Inspections,"1894 Anapa Pl, Kihei, HI 96753, USA",5,15,+1 808-866-8367,http://www.allvalleyhi.com/,"Monday: 8:00 AM – 8:00 PM, Tuesday: 8:00 AM – 8:00 PM, Wednesday: 8:00 AM – 8:00 PM, Thursday: 8:00 AM – 8:00 PM, Friday: 8:00 AM – 8:00 PM, Saturday: 8:00 AM – 8:00 PM, Sunday: 8:00 AM – 8:00 PM",,"point_of_interest, establishment",20.7330663,-156.4486102
Mana Home Inspections,"2058 Kanoe St, Kihei, HI 96753, USA",4.9,66,+1 808-419-8029,http://manahomeinspections.com/,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 7:00 PM, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 7:00 AM – 7:00 PM, Sunday: 7:00 AM – 7:00 PM",,"point_of_interest, establishment",20.7289185,-156.44985269999998
Maui360 Home Inspections,"2595 Mikoi Pl, Kihei, HI 96753, USA",5,21,+1 808-866-3349,http://maui360inspections.com/,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: 8:00 AM – 3:00 PM, Sunday: Closed",,"point_of_interest, establishment",20.7155882,-156.44131059999998
Rock Solid Home Inspections LLC (Hawaii),"55-3309 Pu'u Mamo Dr, Hawi, HI 96719, USA",5,93,+1 808-895-4952,https://www.rshomeinspections.com/,"Monday: 8:00 AM – 6:00 PM, Tuesday: 8:00 AM – 6:00 PM, Wednesday: 8:00 AM – 6:00 PM, Thursday: 8:00 AM – 6:00 PM, Friday: 8:00 AM – 6:00 PM, Saturday: 8:00 AM – 6:00 PM, Sunday: 8:00 AM – 6:00 PM",,"point_of_interest, establishment",20.215830399999998,-155.8388439
Kukui Home Inspection,"484 Kaiwahine St, Kihei, HI 96753, USA",5,4,+1 808-937-9085,https://kukuihomeinspection.com/,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 7:00 PM, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 7:00 AM – 7:00 PM, Sunday: Closed",,"point_of_interest, establishment",20.78003,-156.44923799999998
Aloha Home Inspections,"590 Farrington Hwy Suite 529 A, Kapolei, HI 96707, USA",5,59,+1 808-636-9032,http://alohahomeinspect.com/,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",,"point_of_interest, establishment",21.3403052,-158.07655119999998
All Island Home Inspections,"PO Box 1456, Puunene, HI 96784, USA",5,1,+1 808-877-3366,,,,"point_of_interest, establishment",20.8694714,-156.4540958
Homeworks Advantage Inspections,"3950 Kalai Waa St R201, Kihei, HI 96753, USA",5,1,+1 808-868-5225,https://homeworksadvantage.com/,"Monday: 8:00 AM – 8:00 PM, Tuesday: 8:00 AM – 8:00 PM, Wednesday: 8:00 AM – 8:00 PM, Thursday: 8:00 AM – 8:00 PM, Friday: 8:00 AM – 8:00 PM, Saturday: 8:00 AM – 8:00 PM, Sunday: 8:00 AM – 8:00 PM",,"point_of_interest, establishment",20.6832879,-156.4331252
Hawaii Inspection Group Inc,"95 E Lipoa St, Kihei, HI 96753, USA",3.9,7,+1 808-879-6000,http://www.hawaiiinspectiongroup.com/,"Monday: 9:00 AM – 4:00 PM, Tuesday: 9:00 AM – 4:00 PM, Wednesday: 9:00 AM – 4:00 PM, Thursday: 9:00 AM – 4:00 PM, Friday: 9:00 AM – 4:00 PM, Saturday: Closed, Sunday: Closed",,"point_of_interest, establishment",20.7484787,-156.4525071
Mark Thorman Home Inspections,"198 Mehani Cir, Kihei, HI 96753, USA",5,1,+1 808-874-3456,,"Monday: 9:00 AM – 5:00 PM, Tuesday: 9:00 AM – 5:00 PM, Wednesday: 9:00 AM – 5:00 PM, Thursday: 9:00 AM – 5:00 PM, Friday: 9:00 AM – 5:00 PM, Saturday: 9:00 AM – 12:00 PM, Sunday: Closed",,"point_of_interest, establishment",20.7366973,-156.44772659999998
Maui Home Inspections,"2102 Kaupakalua Rd, Haiku, HI 96708, USA",,,+1 920-342-6063,,"Monday: 8:00 AM – 6:00 PM, Tuesday: 8:00 AM – 6:00 PM, Wednesday: 8:00 AM – 6:00 PM, Thursday: 8:00 AM – 6:00 PM, Friday: 8:00 AM – 6:00 PM, Saturday: 9:00 AM – 5:00 PM, Sunday: Closed",,"point_of_interest, establishment",20.88536,-156.300649
Top Notch Home Inspections LLC,"68-1873 Malina Pl, Waikoloa Village, HI 96738, USA",5,843,+1 808-796-1077,https://hawaiitopnotch.com/,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 4:00 PM, Saturday: 10:00 AM – 3:00 PM, Sunday: 10:00 AM – 3:00 PM",,"point_of_interest, establishment",19.946649,-155.78083999999998
Paul L Signore Building Inspctn,"Kula, HI 96790, USA",5,1,+1 808-876-0170,,,,"point_of_interest, establishment",20.790969699999998,-156.3269338
Kina'ole Home Inspection Services L.L.C.,"73-5590 Kauhola St #C2, Kailua-Kona, HI 96740, USA",5,21,+1 808-769-0095,http://kinaolehomeinspections.com/,"Monday: 9:00 AM – 7:00 PM, Tuesday: 9:00 AM – 7:00 PM, Wednesday: 9:00 AM – 7:00 PM, Thursday: 9:00 AM – 7:00 PM, Friday: 9:00 AM – 7:00 PM, Saturday: 9:00 AM – 7:00 PM, Sunday: Closed",,"point_of_interest, establishment",19.6886603,-156.018272
Home Tech Property Inspections,"273 Wainohia St, Kihei, HI 96753, USA",,,+1 808-268-4563,,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: 10:00 AM – 2:00 PM, Sunday: 10:00 AM – 2:00 PM",,"point_of_interest, establishment",20.7772972,-156.45148369999998
